Country,Date,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Indonesia,23-09-2009,31.8,24.2,27.3,3.6,5.2,24.1,39620.39
Indonesia,24-09-2009,33.4,23.4,27.5,13.8,7,22.3,38367.28
Indonesia,25-09-2009,33.1,23.2,27.4,3.6,7.6,28.1,37584.29
Indonesia,26-09-2009,32.3,24.6,27.9,0,9,29.2,37056.09
Indonesia,27-09-2009,34.1,23.5,28.1,0,10.2,28.8,40472.63
Indonesia,28-09-2009,33.6,23.4,28,0,8.4,30.2,40984.14
Indonesia,29-09-2009,34.9,23.5,28.5,0,9.5,20.9,41205.89
Indonesia,30-09-2009,34.7,24,28,27.2,7.6,20.9,40635.98
Indonesia,01-10-2009,31.3,23.6,26.1,20.4,5.3,23.4,31540.39
Indonesia,02-10-2009,31.1,23.3,26.2,8.6,7.3,22.3,28386.56
Indonesia,03-10-2009,31.1,23.3,26.4,13.4,7.1,24.1,36592.84
Indonesia,04-10-2009,31.1,23.2,26.3,7.6,6.9,23,39486.2
Indonesia,05-10-2009,30,22.7,25.5,5.3,7.6,26.6,31473.4
Indonesia,06-10-2009,31,22.6,26,9.7,7.2,28.4,36391.57
Indonesia,07-10-2009,30.6,22.7,25.1,10.7,4.9,28.4,29394.13
Indonesia,08-10-2009,30.8,22.3,25.2,7.8,5.9,26.6,29942.75
Indonesia,09-10-2009,31.6,22.7,26.6,0.9,6.2,18.7,39713.72
Indonesia,10-10-2009,30,23.1,25.8,6.6,5.6,23.4,29487.3
Indonesia,11-10-2009,31.4,22.7,26.3,5.8,8.5,33.5,35941.91
Indonesia,12-10-2009,31.2,23.2,25.6,17.7,6.9,29.9,37124.77
Indonesia,13-10-2009,29.4,22.7,25,11,7.2,22,30748.18
Indonesia,14-10-2009,27.1,22.5,24.5,21.8,6,19.1,24994.16
Indonesia,15-10-2009,31.5,22.2,26.3,0,6.4,27.7,40078.75
Indonesia,16-10-2009,32.2,22.2,27,0,8.3,23.4,41230.71
Indonesia,17-10-2009,31.5,21.7,26.9,0,7.4,22.7,41231.58
Indonesia,18-10-2009,32.3,22.9,27.1,4.9,8.7,22,40631.17
Indonesia,19-10-2009,31.7,23.5,26.3,7.9,9.6,20.5,37307.3
Indonesia,20-10-2009,31.5,22.6,26.4,6.4,6.6,20.9,37928.66
Indonesia,21-10-2009,32.8,23.8,27.3,3.9,7.2,19.4,39129.96
Indonesia,22-10-2009,30.4,23.2,25.6,17.9,6.8,21.2,32630.56
Indonesia,23-10-2009,27.4,22.8,24.6,13,5.4,23.4,25726.55
Indonesia,24-10-2009,31.7,22.9,25.9,4.6,10.8,27.4,34047.58
Indonesia,25-10-2009,30.3,22.6,25.6,9.1,6,19.1,30344.04
Indonesia,26-10-2009,29.9,23.7,26.2,6.5,6.3,23.4,36867.36
Indonesia,27-10-2009,28.3,22.6,24.6,16.6,5.1,21.2,21348.6
Indonesia,28-10-2009,29.9,22.6,25.3,7.8,4.6,19.8,20037.77
Indonesia,29-10-2009,31.6,23.1,26.3,0.8,6.8,23.8,38904.93
Indonesia,30-10-2009,28.4,23.4,25.8,5.6,6.3,20.5,34040.83
Indonesia,31-10-2009,30.3,23.4,26.2,1.7,5.9,22,34438.12
Indonesia,01-11-2009,29.8,23.6,25.9,8.3,5.7,22.7,37925.02
Indonesia,02-11-2009,27.9,23,25.4,6.9,7.6,22,32114.28
Indonesia,03-11-2009,31.7,23,26.8,0.3,9,37.4,40569.54
Indonesia,04-11-2009,31.4,23.6,27.1,0.6,9.4,36.7,40692.58
Indonesia,05-11-2009,31.7,24,27.6,5,7.6,27,41232.21
Indonesia,06-11-2009,30.4,23.6,26,13.5,6.8,25.9,37572.81
Indonesia,07-11-2009,29.7,23.6,25.8,14.2,6,29.5,28992.46
Indonesia,08-11-2009,28.6,23.2,25,13.7,6.6,22.7,18953.55
Indonesia,09-11-2009,30.3,22.9,25.5,7.9,5.5,20.2,35094.01
Indonesia,10-11-2009,28.3,23.5,24.8,7.8,5.3,18.7,20185.43
Indonesia,11-11-2009,30.1,23.2,25.8,12.8,8.6,26.6,38745.61
Indonesia,12-11-2009,29.9,23,25.6,10.3,5.6,26.3,32832.81
Indonesia,13-11-2009,29.7,23.3,25.1,26.4,5.4,20.5,29372.09
Indonesia,14-11-2009,26.4,23,24.4,20.3,6.9,19.4,9955.23
Indonesia,15-11-2009,27.4,22.7,24.7,4.4,5.2,15.5,22470.82
Indonesia,16-11-2009,29.7,23.2,25.3,5.8,5.1,18,20257.93
Indonesia,17-11-2009,29.3,22.5,24.6,24.1,5.4,26.3,18922.23
Indonesia,18-11-2009,25.8,22.5,23.7,24.3,8.9,25.9,8049.71
Indonesia,19-11-2009,28.6,21.9,24.9,0.9,7.9,18.7,24727.94
Indonesia,20-11-2009,31.5,22.4,24.7,21.7,7.9,25.2,23364.65
Indonesia,21-11-2009,30.3,22.7,25.1,10.6,10,38.9,29292.37
Indonesia,22-11-2009,30,22.1,25.5,5.5,8.9,35.3,36125.89
Indonesia,23-11-2009,26.6,22.6,24.1,14.1,13,38.9,17080.41
Indonesia,24-11-2009,30.7,21.7,25.8,0.6,10.9,39.6,37914.44
Indonesia,25-11-2009,31.4,23.1,26.4,0.4,9,38.2,40310.24
Indonesia,26-11-2009,31.7,22.6,26.5,0.4,8.8,33.8,31360.74
Indonesia,27-11-2009,30.6,23.5,26.5,1.8,7.2,27,37617.09
Indonesia,28-11-2009,30.6,23.2,26.1,8.5,8.6,29.9,36751.46
Indonesia,29-11-2009,30.7,22.9,25.6,10.6,7.8,28.8,35035.43
Indonesia,30-11-2009,29,22.6,24.9,10,5,27.4,20247.14
Indonesia,01-12-2009,28.9,22.4,24.3,6.8,6.4,30.6,16468.23
Indonesia,02-12-2009,24.9,22.9,23.6,33.6,6,18,0
Indonesia,03-12-2009,25.7,22.3,23.8,15.5,6.2,19.1,805.13
Indonesia,04-12-2009,29.7,23,25,7.7,5.2,24.8,30256.3
Indonesia,05-12-2009,26.7,22.6,24,24.9,5.8,15.5,7873.88
Indonesia,06-12-2009,27.3,22.7,24.4,16.3,3.7,13.7,24628.99
Indonesia,07-12-2009,27.3,22.7,24.5,23.1,4.6,16.6,23418.01
Indonesia,08-12-2009,27.5,22.6,24.3,7.7,5,19.8,23734.19
Indonesia,09-12-2009,27.3,22.5,24.4,15,4.4,22.3,15132.73
Indonesia,10-12-2009,28.9,22.5,24.6,13.4,7.2,20.9,37608.27
Indonesia,11-12-2009,30,22.6,25.4,3.3,5.4,21.2,37811.76
Indonesia,12-12-2009,28.7,23,25.1,5.7,5.1,21.2,33715.56
Indonesia,13-12-2009,29.9,22.9,25.4,7.9,5.8,23.8,32208.74
Indonesia,14-12-2009,30.2,22.6,25.5,16.7,8.7,19.8,40018.23
Indonesia,15-12-2009,29.8,22.6,25.5,4,6.2,22,34355.91
Indonesia,16-12-2009,28.7,22.8,25.3,15.1,6.5,20.2,29870.64
Indonesia,17-12-2009,28.9,22.4,25.2,7,6.3,20.5,33518.02
Indonesia,18-12-2009,31.2,23,26.1,7.5,5.6,22.7,39883.05
Indonesia,19-12-2009,28.6,22.8,25.3,13,6.1,24.8,38070.07
Indonesia,20-12-2009,26.7,22.7,24.2,14.8,7.7,19.4,8956.71
Indonesia,21-12-2009,30,22.9,25.5,1,5.7,21.6,20921.9
Indonesia,22-12-2009,30.8,22.7,25.9,10.6,6.4,21.2,36603.56
Indonesia,23-12-2009,31.8,22.7,26.1,9.4,6.4,29.5,39978.04
Indonesia,24-12-2009,29.8,23.1,25.2,23.1,6.2,29.5,28517.3
Indonesia,25-12-2009,29.6,23,24.8,9.9,4,22.7,26663.04
Indonesia,26-12-2009,30.2,22.7,25.3,22.3,6,19.1,35343.71
Indonesia,27-12-2009,26.9,23,24,52.8,3.2,21.6,5293.8
Indonesia,28-12-2009,29.8,23.1,25.2,11.8,5.4,24.8,33610.77
Indonesia,29-12-2009,29.7,22.5,24.9,3.6,5.2,21.6,23162.16
Indonesia,30-12-2009,30.1,23,25.3,12.8,6.9,22,28998.26
Indonesia,31-12-2009,29.8,22.5,25.2,6.5,3.3,26.3,37353.59
Indonesia,01-01-2010,30.1,22.9,25.3,16.1,5.8,23.8,33001.82
Indonesia,02-01-2010,30.9,22.7,25.8,8.5,6.6,27,36730.46
Indonesia,03-01-2010,30.3,23.1,25.7,8.3,5.8,19.8,25353.64
Indonesia,04-01-2010,30.3,23.1,24.9,27.6,5.5,24.8,21424.03
Indonesia,05-01-2010,25.8,22.8,24,19,3.9,18.7,0
Indonesia,06-01-2010,28.7,22.3,24.8,4.1,5.9,20.5,22978.07
Indonesia,07-01-2010,29.5,22.3,24.7,2.1,5.1,27.7,20418.72
Indonesia,08-01-2010,30.2,22.6,25.4,7.6,4.5,29.5,18723.07
Indonesia,09-01-2010,30.1,22.3,24.6,15.2,6.6,27.7,26442.82
Indonesia,10-01-2010,28.3,22.5,24.6,6.8,5.9,22.3,24012.73
Indonesia,11-01-2010,30.8,22.4,25.9,2.9,8.8,27.4,32683.34
Indonesia,12-01-2010,33,22.2,27.2,0,10.7,32.8,39672.11
Indonesia,13-01-2010,31.5,23.4,26.5,5.2,7.8,28.8,36709.99
Indonesia,14-01-2010,28,23.3,25.1,5.3,7.6,26.3,15584.73
Indonesia,15-01-2010,29,23.1,25.5,0.9,6.8,21.6,22247.63
Indonesia,16-01-2010,32.3,22.8,27,0,9.5,32.8,39722.45
Indonesia,17-01-2010,31.7,23.3,26.9,0,10.2,36,35462.86
Indonesia,18-01-2010,32,23.4,26.5,11.9,8.9,34.9,37027.57
Indonesia,19-01-2010,28.5,22.9,24.7,32.7,5.8,27.4,18177.9
Indonesia,20-01-2010,30.1,23.2,25.9,4.4,6.1,19.4,18664.22
Indonesia,21-01-2010,31.2,22.7,25.7,20,6.5,25.9,33601.95
Indonesia,22-01-2010,31.6,22.8,25.9,8.6,7,24.8,35062.23
Indonesia,23-01-2010,29.8,22.9,25.1,4.8,6.1,22.7,32976.28
Indonesia,24-01-2010,31.4,22.4,25.7,14.8,7.4,18,36718.75
Indonesia,25-01-2010,29.4,22.9,25,6.3,4.8,20.2,32675.97
Indonesia,26-01-2010,29.8,22.5,25.5,8.8,5.9,19.1,37149.83
Indonesia,27-01-2010,28.3,22.9,25,7.5,4.3,21.2,38679.61
Indonesia,28-01-2010,30.6,22.3,25.8,6.9,6.4,18.4,36881.06
Indonesia,29-01-2010,27.9,22.8,24.4,17.4,4.5,15.8,7822.54
Indonesia,30-01-2010,29.4,23.1,25.2,8.9,4.3,21.2,30413.85
Indonesia,31-01-2010,30.1,22.5,25.2,5,8.6,20.2,29748.77
Indonesia,01-02-2010,29,23,25.1,6.9,8.5,19.8,18729.54
Indonesia,02-02-2010,30.7,22.7,25.8,2.5,8,22.7,35159.2
Indonesia,03-02-2010,30.5,22.9,25.4,4.5,6.2,21.6,26515.26
Indonesia,04-02-2010,30.5,23.4,26,1.2,6.1,19.8,36488.32
Indonesia,05-02-2010,29.4,23.2,25.4,16.9,6.2,25.2,26807.18
Indonesia,06-02-2010,30,22.8,25.5,11.3,7,21.2,36925.16
Indonesia,07-02-2010,28.9,22.9,25.4,5.9,7.2,18,31637.89
Indonesia,08-02-2010,32.3,22.9,26.7,0.8,7.1,28.1,39958.57
Indonesia,09-02-2010,33,23.5,27.5,0.3,11.9,28.8,40701.98
Indonesia,10-02-2010,33,22.4,27.6,0,10.9,29.9,40143.39
Indonesia,11-02-2010,32.3,24.5,28.1,0,8.7,29.2,40514.82
Indonesia,12-02-2010,32.8,24.2,27.9,0.6,7.4,25.2,40607.02
Indonesia,13-02-2010,30.2,24.1,26.5,7.4,6,32,37843.47
Indonesia,14-02-2010,32.2,23.1,27,3.1,7.2,33.8,38117.28
Indonesia,15-02-2010,31.3,23.7,26.7,7,6.5,29.2,39954.54
Indonesia,16-02-2010,30.7,23.5,26.5,10.9,5.6,31.3,39954.11
Indonesia,17-02-2010,29.8,23.4,25.9,12.8,5.4,26.3,31043.32
Indonesia,18-02-2010,31.2,23.5,26.3,5.5,5.6,27.7,39861.25
Indonesia,19-02-2010,30.6,23.3,25.4,17.1,9,24.8,31335.47
Indonesia,20-02-2010,28.5,23,25,17.1,7.7,28.1,25577.03
Indonesia,21-02-2010,30.3,22.7,26,4.2,5.8,26.3,26924.24
Indonesia,22-02-2010,29.2,23.4,25.2,5.5,5.7,20.9,22221.61
Indonesia,23-02-2010,30,23.6,26,4.2,5.4,21.6,33637.41
Indonesia,24-02-2010,30.9,23.2,26.2,21.5,5.2,18,35830
Indonesia,25-02-2010,30.2,23.5,26.3,5,6.4,16.2,32136.67
Indonesia,26-02-2010,31.9,24.2,26.8,14.7,5.8,20.2,38389.77
Indonesia,27-02-2010,32.6,23.4,27.2,3.2,5.4,16.9,39212.93
Indonesia,28-02-2010,31.1,23.9,26.6,1.7,7.3,20.5,34627.07
Indonesia,01-03-2010,31.8,24.1,26.5,9.3,5.8,26.6,37822.64
Indonesia,02-03-2010,32.3,23.5,26.3,9.9,7,23.4,36331.81
Indonesia,03-03-2010,31.1,23.3,26.1,5.9,4.7,19.1,36810.19
Indonesia,04-03-2010,31.7,23.3,26.3,17.8,8.3,22,37269.61
Indonesia,05-03-2010,27.3,23.1,24.7,26.4,6.5,20.5,23237.78
Indonesia,06-03-2010,32.2,22.8,26.2,7.8,7,23,39600
Indonesia,07-03-2010,30.6,23,26,2.8,6.1,20.5,37631.03
Indonesia,08-03-2010,30.7,23.2,26.2,8,6.5,26.3,37390.61
Indonesia,09-03-2010,30.8,23.2,25.5,12.3,6.9,22,34641.98
Indonesia,10-03-2010,26.8,23.1,24.4,18.2,6.6,23,25693.67
Indonesia,11-03-2010,27,23,24.6,12.2,6.3,25.2,28381
Indonesia,12-03-2010,29.7,22.7,25,19.6,6.1,22,32549.18
Indonesia,13-03-2010,30.2,23.3,26,3.2,5.4,23.4,36000
Indonesia,14-03-2010,30.8,23,25.6,10.8,5.2,25.2,34246.78
Indonesia,15-03-2010,25.9,23.1,24.1,25.5,4.2,11.9,394.64
Indonesia,16-03-2010,28.8,23,24.8,10,3.6,19.4,34062.96
Indonesia,17-03-2010,27.8,22.8,24.7,6.1,6.6,26.6,16153.81
Indonesia,18-03-2010,29,22.8,24.9,9.2,5.4,21.6,34357
Indonesia,19-03-2010,29.6,22.3,25.3,4.9,5.5,24.8,33722.94
Indonesia,20-03-2010,30.2,23.3,25.6,12.9,5.6,18,31615.74
Indonesia,21-03-2010,29.1,23.3,25,38.9,7.2,21.2,9617.16
Indonesia,22-03-2010,31.7,22.9,26,15.4,5,23.8,33913.12
Indonesia,23-03-2010,29.6,22.9,25.7,5.8,3.7,20.9,25102.81
Indonesia,24-03-2010,29.3,23.5,25.3,20.4,4.6,23.4,20299.9
Indonesia,25-03-2010,27.8,23,25.1,5.6,4.3,16.2,12341
Indonesia,26-03-2010,27.8,22.9,24.9,12.8,4.3,24.1,16118.84
Indonesia,27-03-2010,27.5,22.9,24.5,11.9,4.8,18.7,9408.23
Indonesia,28-03-2010,29.7,22.9,25.7,0.8,5.6,25.9,27448.12
Indonesia,29-03-2010,31.3,23.4,26.1,6.7,5.8,26.6,28800
Indonesia,30-03-2010,29.6,23.4,25.3,26.6,7.6,24.5,23703.47
Indonesia,31-03-2010,28.2,23.2,25.2,5.4,5.9,20.5,6436.91
Indonesia,01-04-2010,31.6,22.7,26.9,0.2,5.4,19.8,39600
Indonesia,02-04-2010,31.2,24.1,26.7,9.5,5.6,21.2,36429.98
Indonesia,03-04-2010,27.8,23.6,25.1,12.7,8.2,20.5,16816.2
Indonesia,04-04-2010,31.1,23.3,26.6,5.4,5.9,24.1,37622.47
Indonesia,05-04-2010,30.3,23.4,25.9,15,5,27.4,28902.95
Indonesia,06-04-2010,29,23.4,25.5,17.4,7.6,22.3,19443.09
Indonesia,07-04-2010,31.2,23.6,26.7,4.8,4.6,22.3,30557.65
Indonesia,08-04-2010,31,23.7,25.7,40.8,5.2,26.3,32934.17
Indonesia,09-04-2010,28.1,23.8,25.3,20.8,5.2,23.4,14098.7
Indonesia,10-04-2010,31.4,22.9,26.3,7,4.2,22.7,37456.62
Indonesia,11-04-2010,28.6,23.6,25,11.8,5.4,25.6,17078.41
Indonesia,12-04-2010,29.6,23.9,26.4,0.5,4.7,18.7,30383.32
Indonesia,13-04-2010,31.7,24.1,27.3,19.1,5.9,22,39789.65
Indonesia,14-04-2010,25,23.2,24.1,81.1,10.4,25.9,0
Indonesia,15-04-2010,31.3,22.5,26.5,0,6.5,20.9,37260.78
Indonesia,16-04-2010,33,24.1,27.2,18.3,4,18.4,39951.29
Indonesia,17-04-2010,28.4,23.4,25.6,6.9,6.1,15.5,9912.97
Indonesia,18-04-2010,31.2,23.9,26.3,26.4,5.2,23.4,36000
Indonesia,19-04-2010,29.8,23.7,26,8.1,6.2,22.3,18405.26
Indonesia,20-04-2010,31.5,23.2,26.7,17.7,5.9,28.4,37558.25
Indonesia,21-04-2010,31.5,23.6,26.2,20.9,7.4,24.5,28027.23
Indonesia,22-04-2010,30.5,24.1,26.6,3.6,5.5,23.4,29239.18
Indonesia,23-04-2010,29.2,23.8,26,14.5,6.3,18.7,30629.58
Indonesia,24-04-2010,30.1,23.7,25.5,11.1,6.8,20.9,14400
Indonesia,25-04-2010,31,23,26.1,2.1,7,17.3,22055.49
Indonesia,26-04-2010,31.2,24,26.6,15.5,6.1,22.3,38509.32
Indonesia,27-04-2010,29.8,23.5,25.4,19,6.6,22.3,23535.66
Indonesia,28-04-2010,28.1,23.3,25.3,12.5,3.7,25.6,29547.68
Indonesia,29-04-2010,30.9,23.4,26,4.9,7.4,19.8,29361.37
Indonesia,30-04-2010,30.7,24.2,27.1,0.5,5.1,18.7,37311.54
Indonesia,01-05-2010,30.9,24.3,27.4,1.9,7.1,27,39600
Indonesia,02-05-2010,31.9,23.6,26.4,16.3,5.7,28.4,31183.19
Indonesia,03-05-2010,29.7,24.1,25.9,5.6,5.9,21.2,32354.58
Indonesia,04-05-2010,31,23.6,26.4,3.1,6.6,24.1,39606.55
Indonesia,05-05-2010,30.4,23.7,26,3.1,6.2,22.7,37420
Indonesia,06-05-2010,31,24.1,27.1,1.2,5.4,19.4,38495.66
Indonesia,07-05-2010,30.8,24.1,26.7,21,6.2,19.4,39784.93
Indonesia,08-05-2010,29.1,23.8,25.8,12.5,6.6,18.7,31233.87
Indonesia,09-05-2010,28,23.9,25.3,22.2,6.8,20.2,17414.57
Indonesia,10-05-2010,31,23.4,26.7,1.9,5.9,25.9,36786.9
Indonesia,11-05-2010,30.8,24.4,26.9,7.6,5.4,17.3,25834.28
Indonesia,12-05-2010,31.7,23.8,26.4,14.5,4.2,18.7,37081.46
Indonesia,13-05-2010,26.6,23.6,24.7,94.2,6.2,18.4,681.14
Indonesia,14-05-2010,32,23.7,27,1.5,5.9,16.2,32244.63
Indonesia,15-05-2010,27.5,24.2,25.5,10.2,4.5,17.6,16861.42
Indonesia,16-05-2010,31.3,24,26.2,3.7,5.9,19.8,24024.71
Indonesia,17-05-2010,32.3,23.4,27.2,3.9,6.3,23.4,39643.63
Indonesia,18-05-2010,32.5,24,27.6,10.5,8.9,24.1,40325.09
Indonesia,19-05-2010,32,23.7,27,10.9,6.4,23.8,39614.43
Indonesia,20-05-2010,30.6,23.6,26.2,22.1,6.1,22.3,38697.79
Indonesia,21-05-2010,28.1,23.8,25.1,8.4,5.7,17.3,7348.23
Indonesia,22-05-2010,30.9,24,26.4,0.5,6.4,21.2,26628.89
Indonesia,23-05-2010,30.9,24.1,27,5.2,5.1,18.4,39751.03
Indonesia,24-05-2010,28.1,23.9,25.5,13,6.5,14.4,15242.1
Indonesia,25-05-2010,30.1,23.5,26.2,2.5,7.6,19.4,33410.71
Indonesia,26-05-2010,30.9,23.8,26.2,7.1,5.2,18.7,32400
Indonesia,27-05-2010,31.2,23.3,26.4,14.5,6.9,20.2,36862
Indonesia,28-05-2010,29.6,23.6,25.9,8.1,4.8,18.4,27772.41
Indonesia,29-05-2010,31.5,23.8,26.8,0.2,6.4,21.2,39628.52
Indonesia,30-05-2010,30.5,23.9,26.3,15.7,7.2,24.1,39285.2
Indonesia,31-05-2010,29.9,23.7,26,6.4,7.8,20.5,38424
Indonesia,01-06-2010,31.2,23.3,26.4,4.3,6.9,21.2,39600
Indonesia,02-06-2010,29.1,23.2,25.4,14,5.8,19.4,39803.5
Indonesia,03-06-2010,31.1,23.6,26.9,2.1,6,18,39887.55
Indonesia,04-06-2010,30.8,24.2,26.4,13.9,4,25.6,38315.35
Indonesia,05-06-2010,28.6,23.3,25.3,8.3,7.1,18.7,25481.39
Indonesia,06-06-2010,31,23.1,26.1,1.1,5.9,18,32400
Indonesia,07-06-2010,28.4,23.6,25.3,7.1,3.7,19.8,27514.87
Indonesia,08-06-2010,29.7,23.4,25.6,12.4,5.5,19.1,33891.17
Indonesia,09-06-2010,29.6,22.7,25.5,6.7,6.7,32.8,37820.18
Indonesia,10-06-2010,30.5,22.6,25.9,3.7,5.6,21.6,37538.99
Indonesia,11-06-2010,30.8,23.1,26,1.2,7.2,20.5,36497.97
Indonesia,12-06-2010,31.3,23.5,26.9,2.8,6.4,21.6,39731
Indonesia,13-06-2010,28.1,23.3,25,23.4,6.2,19.1,32954.82
Indonesia,14-06-2010,31,22.8,26.3,1.6,6.5,19.8,39600
Indonesia,15-06-2010,30.5,23.1,25.7,11.4,5.5,18.7,32603.28
Indonesia,16-06-2010,28.2,22.9,25,22.9,7,18.7,30428.59
Indonesia,17-06-2010,28.1,22.8,24.5,10.7,7.4,27.4,25060
Indonesia,18-06-2010,30,22.7,25.5,9.1,4.8,20.2,30713.7
Indonesia,19-06-2010,30.7,23,26.1,2.2,5.9,26.3,36578.08
Indonesia,20-06-2010,26.7,23.1,24.5,10,4,16.9,12962.76
Indonesia,21-06-2010,30.2,22.6,25.6,0,7,22.7,31234.27
Indonesia,22-06-2010,30.9,23.2,26.7,0,7.5,20.9,38729.8
Indonesia,23-06-2010,31.1,23.4,26.2,11.7,7.9,27.7,33466.42
Indonesia,24-06-2010,28.4,23,24.4,19.7,6.3,18.4,19092.89
Indonesia,25-06-2010,30.5,22.5,25.4,1.5,7.6,21.2,35896.59
Indonesia,26-06-2010,27.7,22.8,24.8,4.9,6.9,21.2,30313.65
Indonesia,27-06-2010,29.6,22.9,25.6,4.2,6.3,17.6,38131.37
Indonesia,28-06-2010,30.9,23.3,25.7,13.5,6.9,22.7,38062.13
Indonesia,29-06-2010,29.8,23.2,25.6,5.8,5.2,19.4,33485.2
Indonesia,30-06-2010,30.8,22.7,25.8,5.8,4.9,17.6,36831.54
Indonesia,01-07-2010,30.7,23.5,26.6,2.7,6.6,25.2,39600
Indonesia,02-07-2010,29.3,23.5,25.7,12,4.7,27,39273.69
Indonesia,03-07-2010,28.9,22.9,25,12.3,5.3,26.6,35202.01
Indonesia,04-07-2010,27.5,23,24.6,12.6,5.3,16.6,13828.54
Indonesia,05-07-2010,27.8,22.3,24.3,19.7,7.6,20.5,21917.12
Indonesia,06-07-2010,31.2,22.7,25.5,2.7,5.3,17.3,21082.59
Indonesia,07-07-2010,30.8,23.2,26.4,5.4,8.3,24.1,39600
Indonesia,08-07-2010,30.4,22.9,25.7,12.7,6.2,19.1,36409.66
Indonesia,09-07-2010,28.8,22.2,24.5,8.6,5.7,22.7,28589.14
Indonesia,10-07-2010,30.7,22.5,26.1,0.1,6.2,23,36021.62
Indonesia,11-07-2010,30.6,23.8,26.4,0.8,7.1,22,39600
Indonesia,12-07-2010,30.4,22.9,25.6,6.6,3.9,19.4,33946.48
Indonesia,13-07-2010,28.9,23.1,25.2,17.1,6.6,20.5,33015.61
Indonesia,14-07-2010,27.7,22.8,24.2,14,5.4,18.4,16926.81
Indonesia,15-07-2010,30.5,22.2,25.3,3.9,6.1,21.6,36000
Indonesia,16-07-2010,29.5,22.3,25.2,4.7,8.2,35.6,34196.45
Indonesia,17-07-2010,28.6,23,25,6.8,4.5,21.6,26770.04
Indonesia,18-07-2010,29.9,21.9,24.6,12.9,5.5,20.9,29340.04
Indonesia,19-07-2010,28.8,22.6,24.7,4.3,7.2,26.3,33691.44
Indonesia,20-07-2010,27.6,22.4,24.5,24.4,6.2,17.3,19880.89
Indonesia,21-07-2010,28.3,22.6,24.9,4.2,6.4,21.2,24852.06
Indonesia,22-07-2010,26.8,22,24.2,3.5,5.2,16.9,21570.77
Indonesia,23-07-2010,28.5,22,24.2,13.1,6.6,21.2,29874.21
Indonesia,24-07-2010,27.7,22,24.8,8.4,8,17.6,32961.26
Indonesia,25-07-2010,26.5,22.5,24,8.4,3.7,16.6,7795.31
Indonesia,26-07-2010,31.1,23.1,25.7,13.4,6.3,20.9,28800
Indonesia,27-07-2010,28.8,22.5,24.6,13.4,4.7,19.8,21104.04
Indonesia,28-07-2010,29.7,22.1,25.1,6.7,6.5,25.2,34302.88
Indonesia,29-07-2010,26.5,22.3,23.6,6.4,4.9,13,0
Indonesia,30-07-2010,31.8,22.6,25.7,9,6,20.5,34418.09
Indonesia,31-07-2010,29.3,22.5,25.2,8.4,8.1,21.6,30820.95
Indonesia,01-08-2010,28.9,22.7,24.5,13.8,5,23,37766.07
Indonesia,02-08-2010,26.3,22.6,24.1,16.6,7,17.6,21139.88
Indonesia,03-08-2010,29.8,22.2,24.9,12.3,6.4,27.4,34339.45
Indonesia,04-08-2010,30,22.4,25.1,10.4,7.1,29.5,36000
Indonesia,05-08-2010,29.3,22.7,25.5,7.7,6.6,28.1,33649.58
Indonesia,06-08-2010,28.8,22.5,24.8,2.5,6,23,27044.92
Indonesia,07-08-2010,30.6,22.5,25.7,2.8,5.1,19.1,37416.04
Indonesia,08-08-2010,30.8,23,25.8,4.1,7.6,18.4,34936.05
Indonesia,09-08-2010,30.9,23.2,25.7,2.9,6.3,25.9,33127.28
Indonesia,10-08-2010,30,23,25.6,1.1,7.1,22.3,28210.96
Indonesia,11-08-2010,32.4,23.2,27,0.4,8,32.4,39600
Indonesia,12-08-2010,32.1,23.4,26.9,17.5,7.4,31.3,39600
Indonesia,13-08-2010,31.2,23.1,26.3,1.3,6.6,24.8,34218.82
Indonesia,14-08-2010,31.1,23.5,26.1,7.3,7.6,24.5,35309.98
Indonesia,15-08-2010,30.4,22.9,25.4,9.6,5.7,22.3,29357.67
Indonesia,16-08-2010,30.1,22.6,25.5,3,6.1,20.9,36030.66
Indonesia,17-08-2010,29.6,22.8,25.1,11.7,4.7,22,36331.3
Indonesia,18-08-2010,29.5,22.5,25.2,10.2,4.2,18,37264.65
Indonesia,19-08-2010,28.3,22.8,24.7,16.7,7.2,24.1,31195.7
Indonesia,20-08-2010,30.6,22.8,25.8,6.1,6.5,20.5,34371.79
Indonesia,21-08-2010,30.7,22.6,25,37.7,6.9,20.5,31082.66
Indonesia,22-08-2010,29.9,22.8,25.7,10.2,7.2,24.1,30855.75
Indonesia,23-08-2010,30.9,23.3,26.2,2,5.8,20.5,39492.92
Indonesia,24-08-2010,31.6,23.4,26.2,6.7,7.6,22.7,39600
Indonesia,25-08-2010,30.3,23.1,26,0.2,8.5,29.5,28986.13
Indonesia,26-08-2010,32.8,22.9,27.1,0.2,7.9,19.8,39718.88
Indonesia,27-08-2010,30.3,23,25.5,4.1,7,24.5,36000
Indonesia,28-08-2010,31.3,23.6,26.1,1.7,8.6,23.8,32400
Indonesia,29-08-2010,31.3,22.9,26,16.2,6.2,21.2,37410.85
Indonesia,30-08-2010,30.2,22.4,25.5,6.1,6.7,22.7,39373.24
Indonesia,31-08-2010,27.6,23,24.7,9.5,5.1,24.1,36177.98
Indonesia,01-09-2010,30.4,22.7,25.7,6.8,6.5,22.7,36806.83
