Country,Date,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Indonesia,26-05-2003,31.1,23.2,26.8,0.2,7.2,18.7,39710.11
Indonesia,27-05-2003,30.5,22.8,26.5,0.2,9.1,20.2,39885.04
Indonesia,28-05-2003,30.9,23.5,26.8,0.5,8.1,23,37332.73
Indonesia,29-05-2003,30.8,23.5,26.5,0.3,5.9,18,30355.79
Indonesia,30-05-2003,31.7,23.4,26.5,0.9,6.1,20.2,39629.77
Indonesia,31-05-2003,31.9,23.8,26.9,0.1,5.4,20.5,39600
Indonesia,01-06-2003,31.6,23.3,27,0,5.4,18.7,36013.75
Indonesia,02-06-2003,32.1,22.9,27.1,0.4,5.5,17.6,39719.31
Indonesia,03-06-2003,31.9,23.8,27.4,0.6,6.9,27,40137.84
Indonesia,04-06-2003,32.1,24.3,27.1,0.5,4.8,25.2,40053.38
Indonesia,05-06-2003,30.2,24,26.3,1.5,3.7,23.4,37882.74
Indonesia,06-06-2003,31.6,23,26.9,0.3,5.9,25.2,39724.34
Indonesia,07-06-2003,30.9,23.6,26.6,0.8,4.3,21.2,39600
Indonesia,08-06-2003,29.7,23.9,26,0.5,6.9,22.7,37664.91
Indonesia,09-06-2003,31.7,23,26.7,0.6,5.7,18.4,39887.33
Indonesia,10-06-2003,29.7,23.4,25.8,3.1,4.3,23.8,23387.07
Indonesia,11-06-2003,30.7,23.4,26.3,0.6,7.4,23.8,39808.17
Indonesia,12-06-2003,31.9,22.7,26.9,0.1,6.6,21.6,39730.46
Indonesia,13-06-2003,30.8,23.5,26.7,1.4,6.6,23.4,39731.29
Indonesia,14-06-2003,30.4,23.2,26.2,1.5,5.8,20.9,39418.07
Indonesia,15-06-2003,30.1,23.3,25.9,1.9,4.8,22,32114.98
Indonesia,16-06-2003,30.9,23.6,26.6,0.4,5.5,24.1,39600
Indonesia,17-06-2003,32.5,23.3,27.3,0,8,23.4,39734.27
Indonesia,18-06-2003,32.2,23.5,27.7,0.4,8,23.4,39661.21
Indonesia,19-06-2003,32.6,23.6,27.3,9.5,6.9,25.9,39600
Indonesia,20-06-2003,30.4,23,25.7,29.8,7.1,21.6,39047.18
Indonesia,21-06-2003,28.9,22.7,24.8,4.3,4.3,18.4,36034.14
Indonesia,22-06-2003,30.3,22.6,25.6,1.7,4.1,21.6,36885.23
Indonesia,23-06-2003,30.9,22.5,26.1,9.9,5.9,23.8,39600
Indonesia,24-06-2003,27.3,23.1,24.3,11.1,4.4,22.7,18461.88
Indonesia,25-06-2003,28.4,21.8,24.4,7.2,4.4,19.8,38251.84
Indonesia,26-06-2003,26.8,21.5,24.1,12.6,6.3,20.5,34659.31
Indonesia,27-06-2003,29.6,22.4,25.3,6.2,7.6,19.8,36000
Indonesia,28-06-2003,26.4,22.3,23.6,14,6.2,20.2,16501.03
Indonesia,29-06-2003,29.3,22.3,25.1,4.8,7.6,18,35488.38
Indonesia,30-06-2003,28.8,22.2,25.1,1.2,5.5,19.8,33386.66
Indonesia,01-07-2003,27.7,22.2,24.3,9.2,4.6,21.6,25187.07
Indonesia,02-07-2003,28.8,21.9,24.6,7.6,4.3,21.2,39600
Indonesia,03-07-2003,30.8,22.3,23.9,17.7,4.3,16.9,22095.45
Indonesia,04-07-2003,27.4,22.1,23.7,15.8,5.2,25.6,25046.56
Indonesia,05-07-2003,28.3,21.6,24,3.3,7.2,19.1,25557.85
Indonesia,06-07-2003,28.9,21.5,24.7,2.2,6.6,18.4,37592.85
Indonesia,07-07-2003,27,22.3,23.9,17.4,4.8,15.5,30434.31
Indonesia,08-07-2003,26.3,21.6,23.7,14.6,3.8,18.4,17247.54
Indonesia,09-07-2003,30.1,22.6,25.5,0.3,5.5,20.2,36022.86
Indonesia,10-07-2003,28.2,22.1,24.3,7.2,6,18.4,15561.11
Indonesia,11-07-2003,27.4,22.2,24.5,11,5.9,22.3,36120.36
Indonesia,12-07-2003,30.4,21.5,25.7,0.3,8.4,18.7,39600
Indonesia,13-07-2003,27.5,22.5,24.3,15.8,7.1,25.6,28965.22
Indonesia,14-07-2003,25.2,22.2,23.1,116.9,7.6,21.6,9459.21
Indonesia,15-07-2003,28.4,21.2,24.7,0,6.5,16.6,33948.94
Indonesia,16-07-2003,29.4,21.8,25.4,0.5,7.2,18,39675.27
Indonesia,17-07-2003,29.3,22.8,25.5,1.6,6.8,24.1,39600
Indonesia,18-07-2003,27.9,22.8,24.6,4.8,7.4,27.4,27463.01
Indonesia,19-07-2003,28.3,22.5,24.9,0.1,6.7,22.3,37334.63
Indonesia,20-07-2003,29.2,21.8,24.9,0.3,8.6,20.9,39600
Indonesia,21-07-2003,29.3,22.2,25.2,0.8,7.8,22,36000
Indonesia,22-07-2003,29.1,21.9,25.3,0.4,8.2,23.8,32937.57
Indonesia,23-07-2003,29.4,21.8,25.5,0.3,6.2,22,37338.72
Indonesia,24-07-2003,30.1,21.7,25.4,1.7,7.1,20.2,39600
Indonesia,25-07-2003,29,23.1,25.2,1.8,9,27.7,32421.38
Indonesia,26-07-2003,30.7,22.7,25.8,2.7,7.4,20.2,39600
Indonesia,27-07-2003,30.9,22.6,25.9,2,6.4,20.5,33064.61
Indonesia,28-07-2003,31.4,23.3,26.5,0.4,6.1,23.4,36745.37
Indonesia,29-07-2003,30.4,23.5,25.4,5.2,4.6,18.7,26381.44
Indonesia,30-07-2003,28.6,22.7,25.1,2.1,4.9,20.9,31929.84
Indonesia,31-07-2003,30.3,23.2,25.9,8.7,5.4,20.5,39600
Indonesia,01-08-2003,28,22.9,24.6,11.2,7,18,19282.13
Indonesia,02-08-2003,29.6,22.4,25.4,3.3,7.7,24.1,36841.38
Indonesia,03-08-2003,30.1,22.6,25.8,0.7,7.3,25.2,39600
Indonesia,04-08-2003,29.9,23.2,26,0.6,6.8,20.9,39326.94
Indonesia,05-08-2003,30.6,22.2,26.3,0,5.9,17.6,39600
Indonesia,06-08-2003,29.5,23.5,26,0.8,7.2,22,28278.92
Indonesia,07-08-2003,31.2,23.5,27,0.1,6.5,21.2,35835
Indonesia,08-08-2003,31.4,23.8,26.7,2.4,5.9,22,39600
Indonesia,09-08-2003,30.6,23.1,25.9,6.8,5.8,27.4,33755.57
Indonesia,10-08-2003,30.6,22.4,25.6,0.7,8.3,22,32461.52
Indonesia,11-08-2003,30.7,22.9,25.8,1.9,9,23,36000.4
Indonesia,12-08-2003,28.9,22.7,24.8,7.6,6.8,17.6,20990.45
Indonesia,13-08-2003,29,22.4,24.4,7.2,4.8,20.9,23390.35
Indonesia,14-08-2003,28.1,22.5,24.4,10.1,5.1,21.6,32573.86
Indonesia,15-08-2003,28,22.7,24.4,9.4,3.5,20.2,16894.1
Indonesia,16-08-2003,29.9,22.1,25.8,5.2,5.5,24.8,38610.2
Indonesia,17-08-2003,29.8,23.2,25.4,4.9,8.3,24.8,27053.03
Indonesia,18-08-2003,28.3,22.9,24.5,7.1,4.5,19.1,21645.84
Indonesia,19-08-2003,29.9,22.6,25.1,1.7,5.1,17.3,20135.55
Indonesia,20-08-2003,30.3,22.5,26.1,0.8,6.7,19.8,36067.71
Indonesia,21-08-2003,31.4,22.9,26.1,29.6,7.5,24.1,39600
Indonesia,22-08-2003,28.2,22.4,23.8,10,6,18,9340.42
Indonesia,23-08-2003,30.5,22,25.7,1.3,5.5,19.8,37529.41
Indonesia,24-08-2003,28.2,22.8,24.6,10.1,8.3,21.2,15873.74
Indonesia,25-08-2003,28.5,23,25.3,0.2,6.2,20.2,17536.54
Indonesia,26-08-2003,29.3,22.2,24.9,25.5,5.6,22.3,36683
Indonesia,27-08-2003,29.6,22.5,24.5,9.6,8.4,21.2,29298.81
Indonesia,28-08-2003,30.9,22.2,25.9,0.7,6.5,22.7,38337.7
Indonesia,29-08-2003,30.5,22.7,26.2,1.1,7.6,27.4,39600
Indonesia,30-08-2003,30.6,23.1,26.5,0.3,6.9,26.3,39600
Indonesia,31-08-2003,31.1,22.8,26.5,0.4,6.6,24.8,39600
Indonesia,01-09-2003,30.6,23.4,26.2,0.5,5.8,20.2,33239.57
Indonesia,02-09-2003,30.5,23.4,26.4,10.2,5.9,22.3,39600
Indonesia,03-09-2003,29.9,22.1,25,20.4,5.8,19.4,23825.88
Indonesia,04-09-2003,29.1,23.1,25.3,3.1,5.9,22,22689.8
Indonesia,05-09-2003,31.2,22.8,26.6,0.6,7,25.6,39600
Indonesia,06-09-2003,26.6,23,24.5,7.7,5.2,17.3,15135.82
Indonesia,07-09-2003,28.6,22.3,24.5,7.6,7.6,18,25402.17
Indonesia,08-09-2003,30,21.6,25.2,2.6,8,23,32479.18
Indonesia,09-09-2003,30.1,23.3,25.5,4.2,6.5,24.5,35525.16
Indonesia,10-09-2003,29.7,22,25,1.4,4.8,18.4,29592.32
Indonesia,11-09-2003,29.5,22.2,24.9,13.7,6.1,20.9,34731.48
Indonesia,12-09-2003,29.4,22.2,24.6,7.3,8.6,24.1,27105.24
Indonesia,13-09-2003,30.7,22.6,26,1.5,6.8,21.2,39600
Indonesia,14-09-2003,31.5,22.5,26.2,0.9,6.6,23,35952.58
Indonesia,15-09-2003,29.7,22.9,25.3,6.1,6.7,22.7,33323.87
Indonesia,16-09-2003,29.2,22.2,24.7,18.3,6.2,24.5,24856.31
Indonesia,17-09-2003,28.6,22.4,24.7,0.7,5.6,14,6234.93
Indonesia,18-09-2003,31,23.2,26.3,2.3,4.5,20.2,37688.41
Indonesia,19-09-2003,29.7,22.8,25,6.3,5.8,21.2,23241.59
Indonesia,20-09-2003,28.1,22,23.6,9.3,4.7,19.1,9869.67
Indonesia,21-09-2003,31,22,25.7,1.5,7.4,23.4,32152.65
Indonesia,22-09-2003,29,22.2,25.2,6.1,7.2,21.2,36146.68
Indonesia,23-09-2003,28.5,22.6,25.1,10.8,7.2,23,32424.36
Indonesia,24-09-2003,25.5,22.4,23.6,9.7,4,19.4,9242.59
Indonesia,25-09-2003,30.3,22,25.5,1.4,5.6,23,39593.01
Indonesia,26-09-2003,31.1,22.9,26.2,1.9,5.9,21.6,37548.68
Indonesia,27-09-2003,30.8,22.8,25.7,4.2,5.1,23,37113.1
Indonesia,28-09-2003,31.7,23,26.7,8.4,6.9,19.4,37126.51
Indonesia,29-09-2003,29.6,23.2,25.9,7.2,6.4,23.4,33403.36
Indonesia,30-09-2003,31.3,23.1,26.8,0.1,7.6,21.2,36153.73
Indonesia,01-10-2003,31,23.4,26.4,0.6,6.5,19.1,32854.4
Indonesia,02-10-2003,29.7,23,25.6,11.2,4.9,17.3,21372.28
Indonesia,03-10-2003,25.8,23.2,24.1,32.9,6.5,19.8,11038.78
Indonesia,04-10-2003,30.8,23,26,2.8,4.7,18,33816.79
Indonesia,05-10-2003,31,23.1,26.1,15.9,7.5,20.5,35494.29
Indonesia,06-10-2003,30.4,23.6,26,5,5.2,20.5,35074.13
Indonesia,07-10-2003,29.6,23,25.4,15.3,5.3,19.8,25923.52
Indonesia,08-10-2003,30.1,22.8,25.1,6.4,6.9,21.6,25324.74
Indonesia,09-10-2003,26.8,22.7,23.9,21.2,5.5,16.9,8926.03
Indonesia,10-10-2003,28.7,22.5,24.7,12.9,6.2,17.3,10800
Indonesia,11-10-2003,29.8,22.5,25.3,12.5,5.1,20.9,24468.08
Indonesia,12-10-2003,30.5,22.9,26,4.8,7.9,24.5,36403.2
Indonesia,13-10-2003,28.1,23,24.9,4.4,8.4,23.8,21840.41
Indonesia,14-10-2003,25.4,22.1,23.3,11.2,7.3,21.6,380.74
Indonesia,15-10-2003,31.8,21.7,25.7,0.5,6.2,23.4,31100.96
Indonesia,16-10-2003,30.7,23,25.9,15.8,9.7,19.4,36388.29
Indonesia,17-10-2003,26.1,22.6,23.9,18.8,5.9,25.2,11524.84
Indonesia,18-10-2003,29.3,22.9,25.5,1.8,9.1,24.1,32686.61
Indonesia,19-10-2003,29.9,22.4,25.6,2.8,5.4,23.8,30720.9
Indonesia,20-10-2003,32.1,23,27,0.9,6.2,27.4,40031.62
Indonesia,21-10-2003,31.2,23.6,26.9,0.3,7.3,24.1,38469.63
Indonesia,22-10-2003,29.8,23.3,25.6,5.9,6.5,21.6,30908.57
Indonesia,23-10-2003,31.4,22.8,26.1,4.9,6.9,22,37475.09
Indonesia,24-10-2003,31.7,22.1,26.4,0.4,6.5,18.7,40471.87
Indonesia,25-10-2003,30.2,22.8,25.6,7.2,6.9,20.2,34006
Indonesia,26-10-2003,28.2,22.8,24.3,12.8,8.4,27.7,18267.84
Indonesia,27-10-2003,29.7,22.3,25.5,2,5.9,17.3,27662.64
Indonesia,28-10-2003,30,22,25.3,12.3,4.5,21.2,34454.88
Indonesia,29-10-2003,29.3,22.9,25.3,2.4,5.9,20.5,26028.4
Indonesia,30-10-2003,28.5,22.7,24.6,7.1,6.3,16.9,16732.91
Indonesia,31-10-2003,26.8,22.7,24.4,12.6,5.5,19.8,10884.98
Indonesia,01-11-2003,28.5,21.9,24.8,7.2,7.7,22.3,30410.41
Indonesia,02-11-2003,30.3,22.4,25.8,2.7,6,22.7,37213.4
Indonesia,03-11-2003,30.6,22.9,25.9,3.9,4.4,27,31898.02
Indonesia,04-11-2003,31.4,22.8,25.8,11,7.1,22.7,38928.67
Indonesia,05-11-2003,29.2,23,25.4,7.7,7.7,21.6,37055.4
Indonesia,06-11-2003,29.3,23,25.4,1.4,5.8,25.2,38470.76
Indonesia,07-11-2003,31.1,21.9,26,0.6,5,20.2,40097.89
Indonesia,08-11-2003,30,23.2,26.1,2.5,4.7,21.2,39860.18
Indonesia,09-11-2003,31,23.3,26.6,4.7,5.6,20.2,40834.57
Indonesia,10-11-2003,30.3,23.2,25.5,5,5.7,25.6,29264.28
Indonesia,11-11-2003,29.4,23,25.9,4.8,6.2,22,39878.83
Indonesia,12-11-2003,27,23.2,24.7,9.6,5.2,16.6,12402.84
Indonesia,13-11-2003,30.4,22.2,25,9.1,5,16.6,18470.2
Indonesia,14-11-2003,28.2,22.7,24.8,11.5,7.5,23.8,16965.21
Indonesia,15-11-2003,28.1,22.7,24.6,11,5.1,29.5,19443.78
Indonesia,16-11-2003,28.5,23.1,25,9.4,8.2,30.2,23454.96
Indonesia,17-11-2003,27.8,22.6,25,11.9,7.1,23.4,29745.01
Indonesia,18-11-2003,28.9,22.9,24.9,12.4,6.2,23,25329.83
Indonesia,19-11-2003,28.9,22.4,24.9,12.2,4.6,23.4,26307.57
Indonesia,20-11-2003,27.5,23.1,24.8,7.6,7.2,28.8,26763.61
Indonesia,21-11-2003,25.6,22.8,24.1,9.3,6.6,16.9,1186.21
Indonesia,22-11-2003,28.2,22.3,24.6,24.4,5.5,27.4,31370.04
Indonesia,23-11-2003,27.7,22.5,24.5,13,5.9,26.6,23703.88
Indonesia,24-11-2003,26.7,22.3,24.3,11,4,19.4,15751.92
Indonesia,25-11-2003,27.3,23,24.7,13.1,5,20.2,22463.09
Indonesia,26-11-2003,27.6,22.5,24.1,18.8,7.4,19.8,12301.89
Indonesia,27-11-2003,26.5,22.3,23.7,26.5,4.5,24.1,8011.77
Indonesia,28-11-2003,29.5,22.2,24.6,7,10.4,30.2,23497.48
Indonesia,29-11-2003,30.2,22.3,25.4,15.5,5.4,16.6,35676.93
Indonesia,30-11-2003,26.1,22.7,24.1,19.7,4,15.1,12545.07
Indonesia,01-12-2003,28.2,22.9,24.7,18.2,4.4,22,25571.45
Indonesia,02-12-2003,29.9,22.7,25.3,5.8,6.6,23.4,28906.44
Indonesia,03-12-2003,28.5,22.8,24.6,6.3,5,26.6,24419.63
Indonesia,04-12-2003,28.9,22.3,24.4,10.5,6.3,16.9,18180.85
Indonesia,05-12-2003,27.9,22.6,24.7,14.3,4.9,18.7,28156.65
Indonesia,06-12-2003,28.6,22.5,24.6,4.3,6.5,19.4,29284.23
Indonesia,07-12-2003,29,22.2,24.9,13.1,7,19.4,33920.14
Indonesia,08-12-2003,28,22.5,24.5,16.2,6,19.1,19979.8
Indonesia,09-12-2003,28.4,22.2,24.4,19.4,4.8,33.5,27268.92
Indonesia,10-12-2003,28.6,22.5,24,19,5.1,20.5,12519.05
Indonesia,11-12-2003,28.6,22.5,24,17.9,6,22.3,9542.43
Indonesia,12-12-2003,30,21.9,25.4,5.5,7.1,25.9,34552.18
Indonesia,13-12-2003,27.9,23,24.7,4.3,9.3,29.9,22096.5
Indonesia,14-12-2003,28.5,22.6,24.5,4.8,9.4,53.3,28454.47
Indonesia,15-12-2003,30.9,22.7,25.6,1.9,8.9,46.8,34972.06
Indonesia,16-12-2003,29.9,22.4,25.1,10.3,8.4,34.9,32784.7
Indonesia,17-12-2003,29.1,21.8,24.8,12.1,9.1,31,33497.26
Indonesia,18-12-2003,30,22.3,25.6,0.9,9.4,41.4,31406.35
Indonesia,19-12-2003,30,22.7,26,0,6.8,29.5,26886.97
Indonesia,20-12-2003,30.3,22.7,25.5,2.1,7.3,35.3,21026.29
Indonesia,21-12-2003,30.4,22.8,25.2,5.1,6.4,31.3,30511.36
Indonesia,22-12-2003,27.4,22.5,24.3,7.9,6.8,27,21775.79
Indonesia,23-12-2003,29.4,22,24.3,11.8,6.9,30.6,24850.8
Indonesia,24-12-2003,27.2,22.2,24.1,17.9,4.5,23.8,21829.97
Indonesia,25-12-2003,30.7,22.5,25.5,7.6,4.4,29.2,33783.72
Indonesia,26-12-2003,30.3,22.9,26,0,8.7,29.2,35894.62
Indonesia,27-12-2003,30.9,22.3,26.1,2,5.9,25.6,39600
Indonesia,28-12-2003,28.5,22.7,24.7,9.9,6.6,30.2,29390.54
Indonesia,29-12-2003,29.8,22.3,24.9,6.2,5,20.2,31662.56
Indonesia,30-12-2003,27.3,22.6,24.5,12.7,4.2,19.1,30925.95
Indonesia,31-12-2003,28.3,22.3,24.4,11.5,5.2,25.2,24925.28
Indonesia,01-01-2004,29.8,22.5,25.1,8.2,5.5,27.4,29614.28
Indonesia,02-01-2004,29.9,22.8,25.3,9.7,4.8,22.7,24865.97
Indonesia,03-01-2004,29.8,22.1,24.8,12.2,5.1,23,19882.36
Indonesia,04-01-2004,29.4,22.4,24.6,12.8,4.5,18.4,19793.44
Indonesia,05-01-2004,27.4,22.1,24.2,7.2,5.4,17.6,23124.41
Indonesia,06-01-2004,29.3,22.3,24.9,9.3,7.6,20.5,36283.25
Indonesia,07-01-2004,27.1,22.6,24.5,4.5,5.1,23,31010.51
Indonesia,08-01-2004,31.2,22.5,25.4,6.5,7.1,21.6,32405.6
Indonesia,09-01-2004,29,22.5,25,11,6.6,24.8,36337.72
Indonesia,10-01-2004,30.9,22.3,25.5,13,6.1,28.8,37090.7
Indonesia,11-01-2004,28.3,22.4,25.2,14.7,4.5,18.4,36223.09
Indonesia,12-01-2004,30.1,22.8,25.2,15.1,4.1,21.2,33309.84
Indonesia,13-01-2004,27.3,22.8,24.5,27.2,5.2,19.4,27692.61
Indonesia,14-01-2004,29.7,22.2,24.7,7.5,4.9,20.5,17255.04
Indonesia,15-01-2004,28.7,22.6,25,5.8,4.7,21.6,27280.89
Indonesia,16-01-2004,29.7,22.9,25.4,2.2,4.8,22,32481.43
Indonesia,17-01-2004,29.9,22.2,25.3,11.2,3.9,26.6,33056.43
Indonesia,18-01-2004,28,22.9,24.5,17.1,6.1,19.8,25854.19
Indonesia,19-01-2004,28.7,22.6,24.3,22.7,6.9,20.9,23171.08
Indonesia,20-01-2004,25,22.4,23.2,55.3,3.7,15.1,1195.11
Indonesia,21-01-2004,28.6,22.5,24.7,8.5,4.9,18.4,18484.25
Indonesia,22-01-2004,29.3,22.4,24.4,30.1,6.6,24.1,24225.17
Indonesia,23-01-2004,30.3,22.3,25.4,1.1,4.3,22.3,37811.35
Indonesia,24-01-2004,26.8,22.6,24.3,12.8,4.3,17.6,25023.84
Indonesia,25-01-2004,30.2,22.4,24.7,11.6,4.7,15.8,22178.17
Indonesia,26-01-2004,27.1,22.6,24.3,11.1,4.9,15.8,21981.71
Indonesia,27-01-2004,29.9,21.6,24.5,12.9,5.4,22.3,31503.31
Indonesia,28-01-2004,27,22.7,24.5,14.4,4.8,21.6,32224.22
Indonesia,29-01-2004,30.4,21.8,25.5,14.6,5.9,22,38540.48
Indonesia,30-01-2004,27.9,22.6,24.2,19.8,6,22.7,17097.09
Indonesia,31-01-2004,28.5,22.6,24.5,2.5,5.8,17.3,14536.21
Indonesia,01-02-2004,29.9,22.9,25.8,9.9,5.9,22,35066.97
Indonesia,02-02-2004,30.5,22.7,25.5,14.5,6.9,29.5,33973.34
Indonesia,03-02-2004,26,22.8,24,13.5,5.9,22.3,1074.83
Indonesia,04-02-2004,30,22.4,25.1,3.4,7.2,31.3,28365.44
Indonesia,05-02-2004,25.3,21.8,23.4,15.1,5.6,23.8,0
Indonesia,06-02-2004,30.6,21.7,25.2,0.7,7.7,21.2,32269.99
Indonesia,07-02-2004,26.7,22.1,24,11.7,6.9,26.6,18337.47
Indonesia,08-02-2004,26.9,22,24.1,6.5,4.9,20.5,98.78
Indonesia,09-02-2004,31.3,22,26.1,0.8,7.9,27.4,36619.1
Indonesia,10-02-2004,28.5,22.7,25.3,8.6,7.1,32.8,31775.55
Indonesia,11-02-2004,31.9,22.7,26.8,0,6,28.1,37774.92
Indonesia,12-02-2004,31.3,23.3,26.6,0.2,5.4,24.1,36070.4
Indonesia,13-02-2004,31.1,23.5,25.6,2.7,4.9,20.2,39600
Indonesia,14-02-2004,30.7,22.7,26.2,0.3,5.4,16.6,32806.68
Indonesia,15-02-2004,30.6,23.3,25.9,9.1,5.4,19.8,35853.09
Indonesia,16-02-2004,29.5,22.7,25.2,11,6.9,22.7,35112.11
Indonesia,17-02-2004,29.5,22.8,25,6.6,4.7,17.6,33566.38
Indonesia,18-02-2004,30.7,22.1,25.5,5.7,5.4,23.8,34769.59
Indonesia,19-02-2004,31,23.3,26.4,2.2,6.6,22,39600
Indonesia,20-02-2004,27,23.1,24.3,7.3,6,15.8,14929.94
Indonesia,21-02-2004,30.6,22.8,25.3,8,5.4,22.7,29987.03
Indonesia,22-02-2004,30.6,22.8,25.6,11.6,6.4,26.6,36000
Indonesia,23-02-2004,30.1,23,25.1,8.1,3.4,22.7,24644.26
Indonesia,24-02-2004,30.7,22.6,25.4,16,7.4,26.6,32034.22
Indonesia,25-02-2004,28.8,22.9,25.2,10.7,4,16.2,12063.12
Indonesia,26-02-2004,30.5,22.8,26,7,4.4,23.4,37589
Indonesia,27-02-2004,29.4,22.8,25.5,8.1,4.1,19.4,33019.35
Indonesia,28-02-2004,28.9,22.9,25.1,10.8,5.8,21.2,27777.55
Indonesia,29-02-2004,31.6,23.1,26.3,1.5,4.8,16.9,34579.14
Indonesia,01-03-2004,30,22.8,25.8,2.1,6.3,21.2,37605.09
Indonesia,02-03-2004,30.9,23.2,25.9,5.2,5.8,21.6,39600
Indonesia,03-03-2004,30.2,22.3,25.1,14.6,6.2,20.9,23446.78
Indonesia,04-03-2004,26.2,22.9,24.2,17.7,7.7,22,2563.32
Indonesia,05-03-2004,29.1,22.7,25,7.7,5.2,19.8,31512.16
Indonesia,06-03-2004,30.1,22.9,24.8,17.4,6.4,19.4,18230.01
Indonesia,07-03-2004,28.9,23.1,25.6,0.3,6.3,18.4,12334.51
Indonesia,08-03-2004,28.7,23.4,25.4,7.8,5.1,23,32257.76
Indonesia,09-03-2004,29.4,22.6,25.1,11.4,6.8,24.1,29813.96
Indonesia,10-03-2004,30.4,22.7,25.3,10.2,5,27.4,31046.91
Indonesia,11-03-2004,25.8,22.7,23.9,20.5,5.1,11.9,0
Indonesia,12-03-2004,31.5,23.2,25.7,2.8,7.2,31.7,34384.14
Indonesia,13-03-2004,27,23,24.8,2.5,5.1,12.2,5214.63
Indonesia,14-03-2004,31,23.3,26,1.8,8.4,25.2,27593.21
Indonesia,15-03-2004,29.3,22.6,24.7,23.7,6.5,25.6,28800
Indonesia,16-03-2004,30.2,22.5,24.7,25.5,6,34.6,22180.68
Indonesia,17-03-2004,30.6,22.5,25.7,6.3,5.5,31,27370.81
Indonesia,18-03-2004,31.4,23.5,26.4,2,7,33.1,29793.91
Indonesia,19-03-2004,31.6,23.5,26.4,4,7.3,34.2,31296.4
Indonesia,20-03-2004,32.5,22.8,26.6,2.2,7.4,29.2,39600
Indonesia,21-03-2004,32.4,23.5,27.2,1.2,5.2,24.1,39650.01
Indonesia,22-03-2004,32.3,23.9,27.2,1.4,7.5,25.6,38875.44
Indonesia,23-03-2004,32,23.3,27.1,1.4,6.1,30.6,39603.26
Indonesia,24-03-2004,31.9,23.4,27.2,1.9,7.8,29.2,39663.53
Indonesia,25-03-2004,32.5,23.4,27.8,0.2,7.6,25.9,39662.28
Indonesia,26-03-2004,30.6,23.6,26.6,10.9,6,21.2,28800
Indonesia,27-03-2004,29.5,22.8,25.3,7,5.8,19.4,25113.62
Indonesia,28-03-2004,29.8,23.6,25.9,8,7.2,22,38390.64
Indonesia,29-03-2004,29.4,23.1,24.9,12.3,5.8,20.5,24994.67
Indonesia,30-03-2004,27.9,22.6,25.2,12.1,5.5,19.8,26499.23
Indonesia,31-03-2004,29.4,22.7,25.7,4.6,6.8,24.1,34462.73
Indonesia,01-04-2004,31.1,22.6,25.8,4.5,5.3,25.2,39600
Indonesia,02-04-2004,27.4,22.9,24.6,7.5,5.5,22.3,20282.9
Indonesia,03-04-2004,31.1,22.8,26.4,1.9,7.4,30.2,39600
Indonesia,04-04-2004,27.4,22.8,24.8,23.2,6.6,18,23747
Indonesia,05-04-2004,26.6,22.4,23.9,28,5.4,24.8,19005.27
Indonesia,06-04-2004,29.9,22.7,25.4,15.8,5.4,21.2,37558.88
Indonesia,07-04-2004,30.5,22.8,25.5,8.9,4.8,19.4,36508.09
Indonesia,08-04-2004,30.2,22.5,25.4,11.6,7.3,22.3,31229.49
Indonesia,09-04-2004,27.4,23.3,24.8,4.7,3.7,20.5,5844.43
Indonesia,10-04-2004,29.8,23.4,25.8,1.8,6.6,20.5,32548.91
Indonesia,11-04-2004,30.1,23.4,25.7,3.3,8.7,20.2,36000
Indonesia,12-04-2004,30.6,22.9,25.9,8.6,5.2,18.4,37667.97
Indonesia,13-04-2004,30.8,23.4,26.5,3.4,5.4,21.6,38153.14
Indonesia,14-04-2004,31.9,23.8,27,14,6.3,16.6,37705.31
Indonesia,15-04-2004,30.2,23.5,25.6,3.8,5.2,20.2,29870.55
Indonesia,16-04-2004,29.2,22.9,24.7,20.2,5.4,20.5,18954.41
Indonesia,17-04-2004,31.2,22.5,25.7,14.2,4.2,20.5,38878.88
Indonesia,18-04-2004,30.7,22.9,25.9,2.9,5,18.4,36642.61
Indonesia,19-04-2004,29.1,23.4,25.2,15.8,5.1,22.7,29635.89
Indonesia,20-04-2004,30.3,22.8,25.5,12,5.2,16.6,29290.56
Indonesia,21-04-2004,29.8,22.9,25.4,9,4.7,20.2,32986.78
Indonesia,22-04-2004,29.6,23.1,25.2,10.5,6.4,22.3,29756.49
Indonesia,23-04-2004,28.1,23,24.7,14.4,7.6,15.8,20943.58
Indonesia,24-04-2004,29.6,23.4,25.4,8.1,6.6,22.3,29187.54
Indonesia,25-04-2004,28.7,22.9,24.7,20.4,4,18.7,23253.82
Indonesia,26-04-2004,30.5,22.9,26.1,1.3,4.5,21.6,33633.56
Indonesia,27-04-2004,29.5,23.6,25.3,12.4,3.9,25.6,34947.81
Indonesia,28-04-2004,30.2,23.2,25.9,9.6,6.5,24.1,33841.49
Indonesia,29-04-2004,31.4,23.6,26,7.5,4.9,18.7,37097.65
Indonesia,30-04-2004,24.9,23.4,23.8,96.6,6.8,23.4,0
Indonesia,01-05-2004,30.8,23.1,26.1,1.6,6.5,20.5,36989.84
Indonesia,02-05-2004,31.7,23.6,26.7,6.4,6.1,18.7,37312.05
